,text,label
200,i m writing about myself now but when i look at them here i feel wonderfully privileged to have known so many like and unlike myself in such extreme situations,1
201,i didn t feel like much was resolved and was a little disappointed by this,1
202,i feel very privileged to have shared this event with everyone and highly recommend it to potterheads fans of things or just people who love reading,1
203,i couldnt feel any divine being in my own pulse,1
204,im becoming cynical in my old age my birthdays in two days and im feeling aggravated by circumstances,3
205,i worked on a lot of techniques this past saturday and i feel confident in my ability to capture my first world championship,1
206,i close my eyes but i can t help feel a re sidual melancholy either from the music or his demeanor,0
207,i remembered it feels terrible i couldnt continue it was easy at all totally,0
208,im feeling stressed about this more than i should,3
209,i feel is an important part of the grieving and healing process,1
210,i feel safe enough to nap,1
211,i feel heartless as i pass them by knowing that giving them money will only invite more trouble,3
212,i feel more peaceful already,1
213,i would like to feel that loving presence too the kind everyone else feels,2
214,i am feeling stressed out i grab a book workout or take a walk and i feel better than ever but sometimes we need a little bit of a boost to get us going so today im going to talk to you about a product that i received from swaggable,3
215,i definitely feel invigorated,1
216,i made you feel i shudve been more considerate,2
217,i feel as though putting these cartoon characters we grew up with as innocent children in a not so innocent situation reflects so the changes we go through from children to adults,1
218,i think i just remembered why i ve never bothered to watch election coverage i m left hoping my guy won but feeling completely helpless while all of these overly made up buffoons pretend to know what they re talking about,0
219,i had been feeling a little drained spiritually and i was praying for god to refresh and revive my spirit and enable me to spend more time with him,0
220,i should force my hand to find a resolution for it all i cant help but feel it would be in vain with bc coming and everyone so busy doing their own little thing,0
221,i repeated feeling a little stupid,0
222,i might have to take a trip out there in the off season when i m feeling homesick,0
223,i did not feel sadness i did not feel frightened i was incredibly happy,4
224,im off the medication and still not feeling much more energetic and worse i can feel my emotional range flattening,1
225,im feeling pretty relieved about how things went on november especially since the democrats held onto the senate,1
226,i space on we can t blame it in order to read that our actions that you see there are not bad to share each and we can t blame it on you have been hiding things might try to read that at several things he or has already cheated on you see we feel needy now this takes place,0
227,i feel a little neglectful of my blog among other things,0
228,i have a feeling that my thoughts on this are not going to be popular and that s ok with me,1
229,i feel the need to spend money on clothes again i will invest in a very precious designer basic or another leather jacket and swap it against a similar item thats already there so the number of black basics on my rack stays the same,1
230,i now feel fairly content to give the summer up because theres so many new things to celebrate and prepare for,1
231,i just panicked until peony told me to go and get the doc he looked at me and i knew that he was feeling completely useless,0
232,i know you still feel surprised about this thinking what could you have done to deserve it,5
233,i hate feeling rushed its the one thing that totally throws me off and causes me to make mistakes,3
234,i really hate that feeling of getting ignored by someone u love,0
235,i guess our feeling is that thats not acceptable,1
236,i kind of feel heartless,3
237,i was a wee bonny lass ive always wanted to go to something like a nightclub or a party or a concert where im surrounded by hundreds of people and i feel the divine spark i feel this connection of joy with them all because briefly we are all happy,1
238,i feel distracted during those times,3
239,i don t have to live like that anymore but i m also grateful for the memory because that memory is pretty much the first one that my mind flicks to when i m feeling aggravated at mankind as a whole and afraid of everything including my shadow,3
240,i take comfort being paralyzed now for years and living in this weird state of abnormal separation from all things normal in knowing that i am always connected to god that these feelings of loneliness will pass and in once sense that aloneness loneliness can be good for us,1
241,i do feel a little strange every time i say the phrase in real life in,4
242,i cant answer you about how my feelings i cant talk now as id lost all my wisdom i cant tell the truth because i have none so far,0
243,i was apparently feeling rather sociable i became acquainted with cheriee not to be confused with cherie jersey trip which i accidentally kept calling her actually because theyre spelled so much alike but of course are pronounced differently,1
244,i feel a bit of furious that time,3
245,im back to feeling deprived or im not sure yet what it is,0
246,i had been feeling pretty pissed about this for the past few days pss i am gonna proof you wrong,3
247,i have an awesome brain that shuts down and put me in sleep mode when reality is hard when i feel troubled,0
248,i havent had a bf for about a year now and just scared because i feel like no one really wants to be with me and am not pretty or intelligent enough for them,1
249,i limped along feeling helpless as my knowledge and memory faded and soon i was forced to stop working in public accounting,4
250,i feel disgusted when people judge others for the way they are dressed pray eat anything different than their lifestyle and they cast others evil and sinners,3
251,i look at them i feel proud knowing that i made them myself,1
252,i was feeling somewhat excited about the graduation ceremony which will start at pm,1
253,i feel positive about what i am doing,1
254,i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over,3
255,i feel very sorry for them because they are really missing out,0
256,i was feeling grumpy this morning both work and personal life were making me grumpy,3
257,ive rethought my feeling about this and have decided that i rather liked it when expensive items were thought of as inaccessible,2
258,i feel like i should live up to my image and try to change what i perceive to be in my nature my nervous personality,4
259,ill feel so pathetic,0
260,i feel soo ungrateful but everyone else has such nice places to live and stuff left behind by past gappers to help them out,0
261,i feel incredibly fantastic,1
262,i know i should not feel ugly as i am a creation of god and not alone for i have jesus forever by me but nature looks me in the face everyday and shows me the brutality of earth,0
263,im still loving that im eating delicious food and not feeling deprived and even getting in a piece of pizza some beers and a few chicken wings,0
264,i feel that what i find i should share and unfortunately it is not pleasant,1
265,i just feel mostly pathetic right now,0
266,i did feel like i got through enough to confidently say which ones i liked in comparison to others,2
267,i feel shocked to realize that whatever were talking about were both seeing understanding in the same way,5
268,i have created and shared on this blog feel free to share it with others but please give credit and a link back to me and do not take credit for something that is not your creation,1
269,i remembered years ago wondering how i would feel if revival broke out in rochester span style background yellow font size,0
270,i feel very disillusioned and frustrated with british administration for anguilla,0
271,i dont sense that i am feeling enraged until i throw something but i am getting better at recognizing the signs,3
272,i feel a little disturbed seeing distressed members of society being pimped out in such a blatant no holds barred media way as to create a special pipeline and a need for more ajc print products and to increase ipad app downloads,0
273,ive spent way too much time feeling pain to the point that im frightened to leave myself open to it,4
274,im feeling so groggy still,0
275,i am feeling stressed that i will go blank and not be able to perform the day we do our exams,0
276,i feel so pathetic every time when we quarrel ad weve to ignore each other i feel like really i lose a part of me but why,0
277,im feeling like the next couple days are going to be entirely devoted to scarlett since i didnt get to spend much time with her this weekend,2
278,i feel joyful about avoiding,1
279,i mean i feel like its such a tragic loss i cant even begin to imagine how the band and his family must feel and what theyre going through right now,0
280,i spent years walking around the gym feeling absolutely terrified feeling judged feeling small feeling stupid,4
281,i wont feel as pressured into working faster,4
282,i don t feel ugly today,0
283,i found no satisfaction and no contentment chasing the feeling of being happy,1
284,i feel eager for things to really start happening,1
285,ive got going on that is incredibly intensive and difficult and causing me to feel very stressed about it,0
286,i have a feeling words will be angered with me and this time it asnt my fault,3
287,i feel someone s hands wrap around me and i m frightened thinking someone else is trying to hurt me,4
288,i battle back and forth feeling anxiety over not being productive yet unable to be productive,1
289,i feel lost and stressed out a little but i wil,0
290,i must say i feel a little jaded because my organisation the heart foundation cancer choice have spent quite a significant amount of time and quite a reasonable amount of money to come to this point and i think its entirely inappropriate action from the food and grocery council he said,0
291,i feel that if i ask for help that somehow makes me less intelligent than the person im asking for help from and i cant stand that feeling,1
292,i wouldn t be getting long winded about this had it just been an isolated incident and i hate feeling so cranky over the idea that the arts are thriving to the point where a saturday matinee for the city ballet is so well sold at least in the upper sections,3
293,i need to tell people about myself or im not going to feel like im decaying emotionally losing touch and become neurotic,4
294,i feel accepted there said panorma who is from indonesia,1
295,i feel a bit ashamed about it,0
296,i just feel like i want to change it again a href http sweet pleione,1
297,i can feel glamorous without makeup too especially on my lips,1
298,i feel like i deserve to feel this way like i deserve to be punished,0
299,i feel and know i am very messy in the kitchen and i really really want to work better in the kitchen so i dont mess up when i do it for reals,0
300,i was so excited and it came at the perfect time when i was feeling a little homesick,0
301,i was left feeling disheartened disillusioned and disconnected,0
302,i feel the smart money pain,1
303,i feel rushed and out of control,3
304,i have been waking up and feeling rather vile and murderous the past few days,3
305,i don t want to remind him i want him to and yet i feel i can t continue supporting him in this relationship without this extra support but i have to even do this in a sensitive but firm way to set boundaries and parameters on what is okay for me and what is needed for him,1
306,i feel angry i feel angry see me frown see me frown,3
307,i can even say my opinion on something without him feel offended,3
308,i can almost see the dark eyes of judas iscariot averted from those of our savior so as not to feel the searing and sorrowful scorn that must have accompanied his gaze as he continued the charade by asking is it i,0
309,i feel all weepy,0
310,i think it is probably good for somebody who might feel disempowered to realize that there are things they can do in their life so they dont have to feel victimized,0
311,i said to her and she said you feel shy so hard to look to buy clothes she did not dare to,4
312,i feel awful that it wasnt ready before you were born but it is coming together and it is beautiful,0
313,i knew entering the race i would not be going for any kind of time goal but its still hard not to feel embarrassed,0
314,im in no way complaining but i just cant shake this feeling that im doomed,0
315,i still feel unsure sometimes,4
316,i think of an inner ear something or other causing much lightheadedness and feeling of low energy blood pressure thankfully is ok,0
317,i sometimes feel troubled,0
318,i have had in my entire mission and it feels so good,1
319,i am going to write about the one trait that i feel separates the merely talented athlete from the great ones that is consistency,1
320,i think i am feeling more the after effects of being in bed too long than the cold,3
321,im feeling pissed off about losing a stone in weight and then not losing any more,3
322,im starting to feel more calm about whats going to happen,1
323,i belonged but there is a difference between feeling like youre accepted and you belong and feeling like youre each others people,2
324,i mean maybe i just don t get it but i feel like a restaurant chain supporting anything is similar to a chicken sandwich supporting something,2
325,i really feel very guilty,0
326,im still feeling a little annoyed about it all,3
327,i also remember what it feels like to be and in love and confused and exhilarated and nervous and happy and independent and perhaps just slightly out of control,4
328,i feel when i m reading them not unpleasant just uniquely his style,0
329,i am writing this so when addy gets the chance to be somebodys momma and she feels discouraged she will hold out and write this message to her own baby,0
330,i now feel more hopeful on how to reach my goal,1
331,i feel that hooking up is the more popular option during this time,1
332,i stopped there because the whole thing was feeling shaky,4
333,i am feeling hesitant to go for another german one right now,4
334,i feel a bit heartless for thinking about trivial stuff like make up and clothes,3
335,i feel the gentle breeze from the open windows i hear the birds playful chatter at their feeder just outside my patio door and the beautiful song of the running fountain nearby,2
336,i feel its a terrible habit,0
337,i finally do go i feel a little bit sorry for whoever is the final catalyst,0
338,i feel so unfriendly,3
339,i was feeling really sentimental and a bit sour wishing i could be back in culinary school,0
340,i get to go to mass every day and that i met the super kind people at my church but sometimes when i m feeling terrified and alone and when i want to die to end the pain of abandonment of being tossed aside like garbage after years of marriage nothing and no one helps,4
341,i have a feeling i ll be unpleasantly surprised with the results,5
342,i wish to still feel the longing to be with you,2
343,i hear about my friends going ons and the drama of their lives i feel so little and petty,3
344,i feel love the collection target blank title click here if you liked this article,0
345,i feel resistance and in this i forgive myself that i have accepted and allowed myself to not realize that i can stay awake when as i feel tired when i am resisting working on something and not give into the a href http eqafe,2
346,i feel that my life is frankly a little boring,0
347,i feel might be useful to teachers and administrators who work with refugees,1
348,i feel so cold a href http hoyhenkeijukainen,3
349,i that we routinely forgo their delicious sublime organic meals because we d rather not feel quite that unwelcome,0
350,i feel betrayed i fell dismayed yet somehow i dont feel the rage,0
351,i like the feeling that i have a talent to entertain and at my age that is quite precious,1
352,i felt a profound and dramatic shift into feeling being that divine love that i was longing for,1
353,i feel bad for her but i a href http lolhunt,0
354,i eventually realised is that the positive feeling experiences are like twice as fucked as the negative energetic experiences because the positive is birthed from the negative,3
355,im feeling weird right now dont know if it is sadness or something else,4
356,im thinking feeling or being inspired by on a daily basis,1
357,i can almost feel ezekiel s terror and awe and his frantic grasping at words while knowing he just doesn t and can t quite capture it,4
358,i believed if i didn t feel it that far i must not be mad or happy or caring etc,3
359,i feel like no guy would ever use the term disillusioned asshole but that could be just that i have only been told this by girls in the past,0
360,i feel myself getting so distracted and not willing to talk to him anymore like it just makes me sad and feel like giving up,3
361,i may not feel like im not the perfect blogger or teacher i realized i need keep my focus on the reason why i started this blog over a year ago,1
362,i made the feeling of belonging and being valued will probably last longer than the shoes and socks ever will,1
363,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,1
364,i feel joyful and inspired to write lately that only happens to me for two reasons when im hurt beyond tears and when im very very happy,1
365,i saw what he could do and then when he told me everything it was like everything just clicked and i suddenly saw him for who he really was and all these feelings id repressed came to the surface and i realized that i love him,0
366,i love to feel useful,1
367,i feel kind of apprehensive to pledge my life serve a nation and that im not super proud to be part of,4
368,i know words only have as much power that you give them but the messenger of such words can be just as influential on how it makes you feel he said that it was a term of endearment but all i felt was dismay and quite frankly i got pissed off,3
369,i figure making contact with her in a mature fashion will make her feel like an ass for being so randomly bitchy,3
370,i began to feel eager to leave i felt uncomfortable like an elevator at rush hour,1
371,i couldnt help feeling slightly sympathetic towards her,2
372,im feeling frightened and i dont know how to handle this,4
373,i am not feeling sociable and just want to stay and home and watch the tennis finals on my couch,1
374,i feel like a lame piece of poop,0
375,i expect to beaten down to give until i feel as if i can give no more to love without being loved always to continually pray to feel pain for my children and because of my children,2
376,i don t feel insecure,4
377,im feeling very proud,1
378,i feel physically and emotionally exhausted,0
379,i feel more like i m in chicago or ann arbor than kyrgyzstan but it s been so wonderful to relax to see new places and spend time with other volunteers,1
380,too many people in tv room,3
381,i occasionally slip into one of my usual stews of frustration all fueled by attachments non acceptance and most of all ego of course the banes of serenity in this human body but usually i feel satisfied and alive,1
382,i got a weird feeling in my tummy and was instantly scared because i had never heard of anything like this,4
383,i think that s something that could be worked on the school saying you re a trojan even though you ll be joining us in january it does feel a little bit awkward because you don t feel like an official member yet,0
384,i had broken up with mike such as we were because i just didn t feel romantic about him,2
385,i feel inspired to share a class post count link href http atnelsonnest,1
386,im feeling gracious today so carry on before i report you,2
387,i have had so many replies via my blog facebook twitter amp email with lots of different ideas and suggestions that i feel confident that we can find a solution that will work for us,1
388,im feeling pretty confuse these pas few days,1
389,i feel so tortured myself,3
390,i mean i feel like i lead a relatively boring life and prefer it that way,0
391,i left the concert hall feeling really contented and blissful really,1
392,i feel lucky to have so many nice people in our lives to share the city with,1
393,i feel the frantic need to run around like a giant chicken without a head,4
394,i love having that feel of my stomach hurting every time i see that person i really like i love cuddling and kissing all day and just seeing them smile while therere saying sweet things to me to make me feel great about myself,1
395,i am feeling naughty today,2
396,i love reading books about how best to educate kids in part because i care very strongly about the issue and in part because i like to feel inadequate,0
397,i was hurt that he actually thought i needed his or anyone elses help it made me feel like i was being petty and i know im not,3
398,i feel angry ashamed and sad,3
399,i was feeling the urge to yell out you greedy teabag licking potato bottom,3
400,im feeling socially awkward and counter cultural and freakish and am trying not to eat piles and buckets of food that will do me no good whatsoever please help me stay connected to the only one that can get me through my little crisis,0